Value,Prompt,Found,Count,Found_in_Column,Name_in_Analysis,Person,Specific
2022-12-31,continues,True,15,"Date of Visit, Date of Discharge","Corey Bowen, Lauren Jordan, Lauren Wolfe, Andrea Lopez, Kristie Wolfe, Amber Nguyen, Robert Zavala, Theresa Hart, Greg Thomas, Veronica Morales, James Rosales, Laura Hall, Jennifer Moore, Melissa Bennett, Amber Duke",Angela Wilson,False
English,continues,True,9492,"Multiple Rows: Language spoken, Multiple Rows: Language written",Angela Wilson,Angela Wilson,True
Female,continues,True,4931,Multiple Rows: Legal gender,Angela Wilson,Angela Wilson,True
German,continues,True,368,"Multiple Rows: Language spoken, Multiple Rows: Language written",None,Angela Wilson,False
Single,continues,True,4834,Multiple Rows: Marital status,None,Angela Wilson,False
Spanish,continues,True,568,"Multiple Rows: Language spoken, Multiple Rows: Language written",None,Angela Wilson,False
Mary Daniels,jb_special_tokens,True,1,Name,Mary Daniels,Angela Wilson,False
Scott Gordon,jb_special_tokens,True,1,Doctors Name,Kelsey Jensen,Angela Wilson,False
Joshua Allen,jb_special_tokens,True,1,Name,Joshua Allen,Angela Wilson,False
2121004415,continues,True,1,MRN,Amber Duke,Angela Wilson,False
#417349,continues,True,1,Billing Account Number,Beverly Mills,Angela Wilson,False
HPB-24741,continues,True,1,Health Plan Number,Lauren Freeman,Angela Wilson,False
Amber.Duke@yahoo.com,continues,True,1,Email,Amber Duke,Angela Wilson,False
1973-09-01,continues,True,1,DOB,Amber Duke,Angela Wilson,False
Amber Duke,continues,True,1,Name,Amber Duke,Angela Wilson,False
2020-06-02,jb_special_tokens,True,9,Date of Visit,"Alicia Bell, Patricia Anderson, Austin Beard, Derrick Walters, William Davis, Stephanie Cherry, Billy Alexander, Jose Pope",Austin Beard,False
2020-06-09,jb_special_tokens,True,15,"Date of Visit, Date of Discharge","Bryan Greene, Ashley Smith, Matthew Smith, Tina Harper, Scott Smith, Deborah Peterson, Tracy Rich, Taylor Ruiz, Dustin Thomas, Kristine Holmes, Brandi Bennett, Joy Bray, Katherine Williams, Kristen Allen, Jose Pope",Austin Beard,False
2020-06-16,jb_special_tokens,True,11,"Date of Visit, Date of Discharge","Anita Mccarthy, Justin Parker, Paige Scott, Matthew Fox, Kevin Mccoy, Stephanie Parker, Gabriela Shah, Kelly Lopez, Brian Martinez, Austin Davis, Allison Bradley",Austin Beard,False
Elective,continues,True,3212,Multiple Rows: Admission Type,Austin Beard,Austin Beard,True
Emergency,jb_special_tokens,True,3190,Multiple Rows: Admission Type,None,Austin Beard,False
English,jb_special_tokens,True,9492,"Multiple Rows: Language spoken, Multiple Rows: Language written",Austin Beard,Austin Beard,True
Male,jb_special_tokens,True,4669,Multiple Rows: Legal gender,Austin Beard,Austin Beard,True
Urgent,continues,True,3198,Multiple Rows: Admission Type,None,Austin Beard,False
468-82-2847,jb_special_tokens,True,1,SSN,Frank Brown,Austin Beard,False
HPB-73282,jb_special_tokens,True,1,Health Plan Number,Raymond Haynes,Austin Beard,False
Austin.Beard@yahoo.com,jb_special_tokens,True,1,Email,Austin Beard,Austin Beard,True
2020-06-02,jb_special_tokens,True,9,Date of Discharge,Sharon Casey,Austin Beard,False
Connor May,jb_special_tokens,True,1,Doctors Name,Sharon Baker,Austin Beard,False
1944-01-24,jb_special_tokens,True,5,DOB,"Mary Blake, Charles Bowman, Benjamin Watkins, Audrey Graves, Matthew Stevenson",Brittany Freeman,False
2022-12-31,continues,True,15,"Date of Visit, Date of Discharge","Corey Bowen, Lauren Jordan, Lauren Wolfe, Andrea Lopez, Kristie Wolfe, Amber Nguyen, Robert Zavala, Theresa Hart, Greg Thomas, Veronica Morales, James Rosales, Laura Hall, Jennifer Moore, Melissa Bennett, Amber Duke",Brittany Freeman,False
2023-01-26,continues,True,8,"Date of Visit, Date of Discharge","Travis Lee, Anna Jenkins, Matthew Miller, Karen Booker, Christine Holmes, Sherry Wade, Melissa Carter, Robert Zavala",Brittany Freeman,False
2023-02-12,jb_special_tokens,True,17,"Date of Visit, Date of Discharge","Lorraine Wilson, James Moses, Jessica Hall, Michael Lewis, Mark Love, Julia Brown, Jon Lang, Kimberly Walters, Alicia Cooper, Charles Green, Debbie Hart, Michael Henry, Kristine Owens, Ashley Richards, Teresa Jones, Christine Holmes, Jenny Burton",Brittany Freeman,False
2023-02-16,jb_special_tokens,True,9,"Date of Visit, Date of Discharge","Sheila Gould, Nicole Singleton, Stephanie Wagner, Matthew Miller, Jonathan Wilson, Amanda Jenkins, Tony Valencia, Kayla Levy, Kimberly Walters",Brittany Freeman,False
2023-02-18,jb_special_tokens,True,11,"Date of Visit, Date of Discharge","Caleb Pham, Cole Luna, Brad Wilcox, Jordan Griffin, Rachel Avery, Charles Watson, Brenda Obrien, Phillip Reyes, Melissa Crawford, David Cooper, Cynthia Suarez",Brittany Freeman,False
2023-02-22,continues,True,11,"Date of Visit, Date of Discharge","Bernard Brown, Sean Juarez, Deborah Lopez, Joseph Shepherd, Anna Jenkins, James Moses, Christine Clay, Timothy Price, Andrew Barron, Jennifer Martinez, Joseph Hahn",Brittany Freeman,False
2023-03-15,continues,True,17,"Date of Visit, Date of Discharge","Craig Oneill, Christopher Murray, Allen Carpenter, Pamela Hernandez, Adam Grant, David Bailey, Tyler Anderson, Christopher Taylor, Brandi Collins, Sheryl Kelley, Cole Luna, Angela Rasmussen, Andrew Ware, Tracy Curtis, Cynthia Horton, Sean Juarez, Joseph Shepherd",Brittany Freeman,False
2023-03-23,continues,True,9,Date of Discharge,"Meghan Meyer, Mary Flores, Bernard Brown, Jessica Hansen, Timothy Acevedo, Ashley Anderson, Danny Green, Christopher Murray, Ruth Brady",Brittany Freeman,False
English,continues,True,9492,"Multiple Rows: Language spoken, Multiple Rows: Language written",Brittany Freeman,Brittany Freeman,True
English,jb_special_tokens,True,9492,"Multiple Rows: Language spoken, Multiple Rows: Language written",Brittany Freeman,Brittany Freeman,True
Female,jb_special_tokens,True,4931,Multiple Rows: Legal gender,Brittany Freeman,Brittany Freeman,True
Married,continues,True,2857,Multiple Rows: Marital status,None,Brittany Freeman,False
Single,jb_special_tokens,True,4834,Multiple Rows: Marital status,Brittany Freeman,Brittany Freeman,True
3807767276,jb_special_tokens,True,1,MRN,Michael Hayes,Brittany Freeman,False
#620293,jb_special_tokens,True,1,Billing Account Number,Kristen Cooley,Brittany Freeman,False
HPB-46402,jb_special_tokens,True,1,Health Plan Number,Olivia Thompson,Brittany Freeman,False
Brittany.Freeman@web.com,jb_special_tokens,True,1,Email,Brittany Freeman,Brittany Freeman,True
Mary Blake,jb_special_tokens,True,1,Name,Mary Blake,Brittany Freeman,False
2019-11-05,jb_special_tokens,True,7,"Date of Visit, Date of Discharge","Jill Hall, Emily Long, Holly Morris, Lance Carr, Amy Espinoza, Rodney Whitney, Valerie Lee",Carly Flores,False
Male,jb_special_tokens,True,4669,Multiple Rows: Legal gender,None,Carly Flores,False
Urgent,continues,True,3198,Multiple Rows: Admission Type,None,Carly Flores,False
2023-11-13,continues,True,11,"Date of Visit, Date of Discharge","Brian Ruiz, Keith Griffin, Patricia Taylor, Sarah Hicks, Jason Blair, Heather Wilson, William Fisher, Mary Cook, Donald Castillo, Lisa Bell, Anthony Willis",Catherine Kirk,False
2023-11-19,continues,True,8,"Date of Visit, Date of Discharge","Jo Arroyo, Dominic Freeman, Dominic Stewart, William Boyd, Brittany Meyer, Nicole Kim, Maria Blankenship, Sarah Hicks",Catherine Kirk,False
2023-11-21,continues,True,10,"Date of Visit, Date of Discharge","Margaret Evans, James Silva, Courtney Hernandez, Melissa Powell, Kyle Klein, Brian Ruiz, Tracey Pollard, Frank Graham, Robert Davis, David Nguyen",Catherine Kirk,False
2023-12-08,continues,True,12,"Date of Visit, Date of Discharge","Geoffrey Peterson, Gina Riley, Kyle Owens, Jason Stevens, Brittney Brown, Julia Rivera, James Silva, Heidi Robertson, Timothy Hendrix, Steve Caldwell, Jennifer Davis, Joseph Vargas",Catherine Kirk,False
Emergency,jb_special_tokens,True,3190,Multiple Rows: Admission Type,None,Catherine Kirk,False
English,continues,True,9492,"Multiple Rows: Language spoken, Multiple Rows: Language written",Catherine Kirk,Catherine Kirk,True
Female,continues,True,4931,Multiple Rows: Legal gender,Catherine Kirk,Catherine Kirk,True
Male,jb_special_tokens,True,4669,Multiple Rows: Legal gender,None,Catherine Kirk,False
Single,continues,True,4834,Multiple Rows: Marital status,None,Catherine Kirk,False
1239716990,continues,True,1,MRN,Samantha Andrade,Catherine Kirk,False
947-61-1496,continues,True,1,SSN,Tina Dixon,Catherine Kirk,False
#653315,continues,True,1,Billing Account Number,Robert Torres,Catherine Kirk,False
Catherine.Kirk@gmx.com,continues,True,1,Email,Catherine Kirk,Catherine Kirk,True
Elective,jb_special_tokens,True,3212,Multiple Rows: Admission Type,None,Cynthia Coleman,False
Male,continues,True,4669,Multiple Rows: Legal gender,None,Cynthia Coleman,False
2019-09-19,continues,True,15,"Date of Visit, Date of Discharge","Cameron Spencer, Evelyn Vaughn, Ian Chavez, Bryan Davis, Stephen White, Christina Meyer, Philip Thomas, Megan Scott, Lauren Flowers, Danielle Bennett, Charlotte Cox, Lisa Dean, Christopher Hall, Robert Hobbs, Michael Johnson",Daniel Oneill,False
Emergency,continues,True,3190,Multiple Rows: Admission Type,Daniel Oneill,Daniel Oneill,True
Normal,continues,True,3219,Multiple Rows: Test Results,Daniel Oneill,Daniel Oneill,True
2023-09-21,jb_special_tokens,True,8,"Date of Visit, Date of Discharge","Benjamin Russell, Matthew Stevenson, Hunter Flores, Katelyn Morrison, David Roberts, Charles Gonzalez, Sarah Hernandez, Brandon Barnes",Donald Hayes,False
2023-10-11,jb_special_tokens,True,10,"Date of Visit, Date of Discharge","Madison Taylor, Michele Hopkins, Mackenzie Neal, Marissa Byrd, Erika West, Andrew Davis, Cristina Hernandez, Lauren Durham, Joshua Cooper, Hunter Flores",Donald Hayes,False
2023-10-14,jb_special_tokens,True,11,"Date of Visit, Date of Discharge","Richard Cannon, Susan Navarro, Joshua Bryant, Anne Curtis, Miguel Gill, Victoria Cooper, Michelle Murphy, Christopher Carney, Jo Shaffer, Jonathan Espinoza, Joseph Butler",Donald Hayes,False
Elective,continues,True,3212,Multiple Rows: Admission Type,None,Donald Hayes,False
English,jb_special_tokens,True,9492,"Multiple Rows: Language spoken, Multiple Rows: Language written",Donald Hayes,Donald Hayes,True
Male,jb_special_tokens,True,4669,Multiple Rows: Legal gender,Donald Hayes,Donald Hayes,True
Widowed,jb_special_tokens,True,469,Multiple Rows: Marital status,Donald Hayes,Donald Hayes,True
4226660771,jb_special_tokens,True,1,MRN,Donald Hayes,Donald Hayes,True
#265513,jb_special_tokens,True,1,Billing Account Number,Steven Clay,Donald Hayes,False
+1616-700-5008,jb_special_tokens,True,1,Telephone,Jason Adams,Donald Hayes,False
1938-03-11,jb_special_tokens,True,1,DOB,Donald Hayes,Donald Hayes,True
2021-09-18,jb_special_tokens,True,11,"Date of Visit, Date of Discharge","Barry Riley, Jeffery Ortiz, Deborah Webster, Brandon Hubbard, Jennifer Owens, Douglas Jones, Daniel King, Jennifer Warren, Tracy Peterson, Amanda Moreno, Jonathan Kelly",Donald Nguyen,False
2021-10-04,jb_special_tokens,True,10,"Date of Visit, Date of Discharge","Veronica Stephens, Joy Velez, Shannon Sherman, Raymond Gross, Brian Hernandez, Daniel Craig, Christopher Barrett, Adam Blackburn, Crystal Richardson, Lindsay Davis",Donald Nguyen,False
2021-11-12,jb_special_tokens,True,9,"Date of Visit, Date of Discharge","Jesse Parsons, Alexander Pope, Rebecca Gray, Nicole Christensen, Mason Donaldson, Daniel Wilson, Ann Kelley, Suzanne Griffin, Shelley Miller",Donald Nguyen,False
Christopher Johnson,jb_special_tokens,True,5,"Name, RN","Christopher Johnson, Julia Cabrera, Ashley Lopez",Donald Nguyen,False
Elective,continues,True,3212,Multiple Rows: Admission Type,None,Donald Nguyen,False
English,jb_special_tokens,True,9492,"Multiple Rows: Language spoken, Multiple Rows: Language written",Donald Nguyen,Donald Nguyen,True
HPB-18118,jb_special_tokens,True,2,Health Plan Number,"Raymond Jackson, Charles Anderson",Donald Nguyen,False
Male,jb_special_tokens,True,4669,Multiple Rows: Legal gender,Donald Nguyen,Donald Nguyen,True
Spanish,jb_special_tokens,True,568,"Multiple Rows: Language spoken, Multiple Rows: Language written",None,Donald Nguyen,False
Widowed,jb_special_tokens,True,469,Multiple Rows: Marital status,None,Donald Nguyen,False
124-35-5670,jb_special_tokens,True,1,SSN,Brandon Curtis,Donald Nguyen,False
#897486,jb_special_tokens,True,1,Billing Account Number,Frank Martinez,Donald Nguyen,False
Christopher.Johnson@gmx.com,jb_special_tokens,True,1,Email,Christopher Johnson,Donald Nguyen,False
Christopher Johnson,jb_special_tokens,True,5,Doctors Name,Amanda Rich,Donald Nguyen,False
Matthew Ryan,jb_special_tokens,True,1,Name,Matthew Ryan,Donald Nguyen,False
Elective,continues,True,3212,Multiple Rows: Admission Type,None,Dustin Burke,False
Elective,jb_special_tokens,True,3212,Multiple Rows: Admission Type,None,Dustin Burke,False
2004-09-07,jb_special_tokens,True,2,DOB,"Jesse Brooks, Kelly Anderson",Dustin Contreras,False
Abnormal,jb_special_tokens,True,3193,Multiple Rows: Test Results,None,Dustin Contreras,False
Elective,continues,True,3212,Multiple Rows: Admission Type,None,Dustin Contreras,False
Emergency,continues,True,3190,Multiple Rows: Admission Type,None,Dustin Contreras,False
Emergency,jb_special_tokens,True,3190,Multiple Rows: Admission Type,None,Dustin Contreras,False
Kelly Anderson,jb_special_tokens,True,4,Name,Kelly Anderson,Dustin Contreras,False
Urgent,continues,True,3198,Multiple Rows: Admission Type,Dustin Contreras,Dustin Contreras,True
Kelly Anderson,jb_special_tokens,True,4,Doctors Name,Nicholas Schmidt,Dustin Contreras,False
Kelly Anderson,jb_special_tokens,True,4,RN,Rebecca Klein,Dustin Contreras,False
Elective,continues,True,3212,Multiple Rows: Admission Type,None,Jack Spencer,False
Emergency,jb_special_tokens,True,3190,Multiple Rows: Admission Type,None,Jack Spencer,False
1980-01-01,continues,True,2,DOB,"Jacqueline Holden, Robin Jimenez",Jacqueline Holden,False
2023-04-29,continues,True,15,"Date of Visit, Date of Discharge","Andrew Jackson, Matthew Jones, Kenneth Holmes, Monica Avila, Christine Evans, Jennifer Jackson, Anthony Knapp, Kelsey Johnston, Kaitlyn Hurley, Michael Carter, Alexis Montes, Michael Ortiz, Nicholas Allen, Jennifer Bates, Kristen Cooley",Jacqueline Holden,False
2023-05-09,continues,True,9,"Date of Visit, Date of Discharge","Edward Winters, Stacy Nelson, Christopher Johnson, Robert Moore, Beverly Richards, Carrie Gordon, Connie Bell, Anthony Robinson, Charlotte Baker",Jacqueline Holden,False
Emergency,jb_special_tokens,True,3190,Multiple Rows: Admission Type,None,Jacqueline Holden,False
Female,continues,True,4931,Multiple Rows: Legal gender,Jacqueline Holden,Jacqueline Holden,True
6455348095,continues,True,1,MRN,Willie Hartman,Jacqueline Holden,False
HPB-31475,continues,True,1,Health Plan Number,Mike Tran,Jacqueline Holden,False
Jacqueline.Holden@aol.com,continues,True,1,Email,Jacqueline Holden,Jacqueline Holden,True
Christopher Lynch,continues,True,1,RN,Taylor Smith,Jacqueline Holden,False
1954-01-12,jb_special_tokens,True,2,DOB,"Jenny Gentry, Daniel Calderon",Jeffrey Hull,False
2020-01-31,jb_special_tokens,True,14,"Date of Visit, Date of Discharge","Shelley Vaughan, Samuel Gonzalez, Amber Jenkins, Richard Young, Tonya Nelson, Diana Ramirez, Mark Crawford, Marissa Nichols, Charles Klein, Rebecca Rodriguez, Wendy Hernandez, Hector Meza, John Franklin, Kenneth Rose",Jeffrey Hull,False
2020-02-23,jb_special_tokens,True,19,"Date of Visit, Date of Discharge","Kelly Golden, Lisa Allen, Matthew Hamilton, Joyce Avila, Jeff Rowe, Peter Garcia, Tanner Romero, Amy Jones, Benjamin Wilson, Sarah Wong, Wanda Lee, Shawn Barrett, Patricia Bartlett, Jeremiah Smith, Amber Jenkins, Ashley Sims, Jaclyn Morales, David Hernandez, Joseph Henry",Jeffrey Hull,False
Abnormal,continues,True,3193,Multiple Rows: Test Results,None,Jeffrey Hull,False
Emergency,continues,True,3190,Multiple Rows: Admission Type,None,Jeffrey Hull,False
Emergency,jb_special_tokens,True,3190,Multiple Rows: Admission Type,None,Jeffrey Hull,False
English,jb_special_tokens,True,9492,"Multiple Rows: Language spoken, Multiple Rows: Language written",Jeffrey Hull,Jeffrey Hull,True
Male,jb_special_tokens,True,4669,Multiple Rows: Legal gender,Jeffrey Hull,Jeffrey Hull,True
Single,jb_special_tokens,True,4834,Multiple Rows: Marital status,Jeffrey Hull,Jeffrey Hull,True
#808166,jb_special_tokens,True,1,Billing Account Number,Isaac Thompson,Jeffrey Hull,False
HPB-79915,jb_special_tokens,True,1,Health Plan Number,Wayne Watson,Jeffrey Hull,False
+1930-458-1604,jb_special_tokens,True,1,Telephone,Julie Moon,Jeffrey Hull,False
Richard Campbell,jb_special_tokens,True,2,Name,Richard Campbell,Jeffrey Hull,False
Richard Campbell,jb_special_tokens,True,2,RN,Nicole Hoffman,Jeffrey Hull,False
Richard Hughes,continues,True,1,RN,Howard Welch,Jeffrey Hull,False
Female,continues,True,4931,Multiple Rows: Legal gender,Jennifer Camacho,Jennifer Camacho,True
105-76-9125,continues,True,1,SSN,Sarah Wong,Jennifer Camacho,False
David Burnett,jb_special_tokens,True,2,Doctors Name,"Craig Oneill, Robert Cunningham",Jerome Howell,False
Emergency,jb_special_tokens,True,3190,Multiple Rows: Admission Type,None,Jerome Howell,False
Normal,jb_special_tokens,True,3219,Multiple Rows: Test Results,Jerome Howell,Jerome Howell,True
Emergency,jb_special_tokens,True,3190,Multiple Rows: Admission Type,None,John Galvan,False
Single,jb_special_tokens,True,4834,Multiple Rows: Marital status,John Galvan,John Galvan,True
Urgent,continues,True,3198,Multiple Rows: Admission Type,None,John Galvan,False
John.Galvan@yahoo.com,jb_special_tokens,True,1,Email,John Galvan,John Galvan,True
Abnormal,continues,True,3193,Multiple Rows: Test Results,None,Jonathan Rollins,False
Emergency,continues,True,3190,Multiple Rows: Admission Type,None,Jonathan Rollins,False
Jordan Smith,continues,True,3,Doctors Name,"Adam Stevens, Andrew King",Jonathan Rollins,False
Jordan Smith,continues,True,3,RN,Suzanne Shelton,Jonathan Rollins,False
1971-07-12,jb_special_tokens,True,2,DOB,"Brianna Gomez, Patrick Hopkins",Jordan Garza,False
2021-07-05,jb_special_tokens,True,11,"Date of Visit, Date of Discharge","Timothy Zuniga, Jeff Williams, Teresa Bailey, Michael Lee, Dalton Singleton, Stephanie Cole, Kevin Crane, George Cox, Jamie Williams, Colleen Ellis, Luis Sweeney",Jordan Garza,False
2021-08-03,jb_special_tokens,True,13,"Date of Visit, Date of Discharge","Nicholas Patterson, Lisa Stout, Katelyn Sullivan, Stephanie Barron, Robert Simpson, Kenneth Walters, Alexander Byrd, Andrea Cannon, Mario Marshall, Craig Davis, Michael Mcmillan, Luke Murphy, Scott Hunter",Jordan Garza,False
Elective,continues,True,3212,Multiple Rows: Admission Type,Jordan Garza,Jordan Garza,True
Emergency,jb_special_tokens,True,3190,Multiple Rows: Admission Type,None,Jordan Garza,False
English,jb_special_tokens,True,9492,"Multiple Rows: Language spoken, Multiple Rows: Language written",Jordan Garza,Jordan Garza,True
Female,jb_special_tokens,True,4931,Multiple Rows: Legal gender,Jordan Garza,Jordan Garza,True
Single,jb_special_tokens,True,4834,Multiple Rows: Marital status,None,Jordan Garza,False
627-66-5754,jb_special_tokens,True,1,SSN,Christy Gray,Jordan Garza,False
#858040,jb_special_tokens,True,1,Billing Account Number,Ashley Sanchez,Jordan Garza,False
HPB-41972,jb_special_tokens,True,1,Health Plan Number,Ariel Miller,Jordan Garza,False
Jordan.Garza@yahoo.com,jb_special_tokens,True,1,Email,Jordan Garza,Jordan Garza,True
1956-02-22,jb_special_tokens,True,2,DOB,"David Villanueva, Michael Soto",Joshua Silva,False
2020-02-07,jb_special_tokens,True,11,"Date of Visit, Date of Discharge","Lindsey Webb, Kim Fernandez, Jason Simpson, Ashley Watson, Cynthia Humphrey, Jay Barker, Peter Thomas, Brandon Miller, Bryan Williams, Michelle Fox, Peter Jenkins",Joshua Silva,False
2020-02-21,jb_special_tokens,True,15,"Date of Visit, Date of Discharge","Jonathan Velez, Rebecca Miller, Olivia Williams, Rachel Porter, Scott Boyer, Ronald Woodard, Jonathan Williams, Natalie Rodriguez, Cody Hoffman, Deborah Murray, Richard Young, Nicole Pearson, Dawn Harris, Sandra Brown, Mary Carr",Joshua Silva,False
2020-03-13,jb_special_tokens,True,12,"Date of Visit, Date of Discharge","James Garza, Chad Smith, Taylor Brooks, Laurie Wilkins, Heather Sutton, Andres Griffin, Dawn Yates, Robert Shepard, John Nguyen, Kimberly May, Mark Cruz, Paul Ramirez",Joshua Silva,False
English,jb_special_tokens,True,9492,"Multiple Rows: Language spoken, Multiple Rows: Language written",Joshua Silva,Joshua Silva,True
Male,jb_special_tokens,True,4669,Multiple Rows: Legal gender,Joshua Silva,Joshua Silva,True
Widowed,jb_special_tokens,True,469,Multiple Rows: Marital status,None,Joshua Silva,False
1652783411,jb_special_tokens,True,1,MRN,Michael Soto,Joshua Silva,False
475-81-8048,jb_special_tokens,True,1,SSN,Dustin Ryan,Joshua Silva,False
#935804,jb_special_tokens,True,1,Billing Account Number,Christopher Young,Joshua Silva,False
HPB-94829,jb_special_tokens,True,1,Health Plan Number,Mark White,Joshua Silva,False
Michael.Soto@dhl.com,jb_special_tokens,True,1,Email,Michael Soto,Joshua Silva,False
Michael Soto,jb_special_tokens,True,2,Name,Michael Soto,Joshua Silva,False
Michael Soto,jb_special_tokens,True,2,Doctors Name,Joshua Silva,Joshua Silva,True
2021-08-21,continues,True,11,"Date of Visit, Date of Discharge","Rachel Gonzalez, Kelsey Singh, Samuel Reed, Jesse Koch, Scott Parrish, Patricia Ferguson, Adrienne Palmer, Julie Adams, Nicole Contreras, Sarah Hayes, Alexandria Perkins",Karen Chavez,False
2021-08-22,continues,True,12,"Date of Visit, Date of Discharge","Brenda Kim, Donna Hammond, Mary Davis, Michelle Jacobson, Vincent Wright, Melvin Sherman, Daniel Wagner, Belinda Ramirez, Wendy Marquez, Kyle Johnson, Tonya Fitzpatrick, Michael Robles",Karen Chavez,False
2021-09-04,continues,True,6,"Date of Visit, Date of Discharge","Lori Olson, Lauren Gonzalez, Jacqueline Sherman, Kelsey Singh, Vincent Wright, Cassandra Johnson",Karen Chavez,False
Elective,continues,True,3212,Multiple Rows: Admission Type,None,Karen Chavez,False
Elective,jb_special_tokens,True,3212,Multiple Rows: Admission Type,None,Karen Chavez,False
English,continues,True,9492,"Multiple Rows: Language spoken, Multiple Rows: Language written",Karen Chavez,Karen Chavez,True
Female,continues,True,4931,Multiple Rows: Legal gender,Karen Chavez,Karen Chavez,True
Russian,continues,True,221,"Multiple Rows: Language spoken, Multiple Rows: Language written",None,Karen Chavez,False
Single,continues,True,4834,Multiple Rows: Marital status,Karen Chavez,Karen Chavez,True
#353384,continues,True,1,Billing Account Number,Omar Hill,Karen Chavez,False
Stephen Robinson,continues,True,2,Name,Stephen Robinson,Karen Chavez,False
Stephen Robinson,continues,True,2,Doctors Name,Kenneth Flynn,Karen Chavez,False
1994-02-04,jb_special_tokens,True,2,DOB,"Michael Compton, Sean Sanchez",Kathleen Mercer,False
2020-12-19,jb_special_tokens,True,12,"Date of Visit, Date of Discharge","Thomas Anderson, Chad Garza, Daniel Ferguson, Jonathan Hardy, Sandra Sutton, Kristen Ward, Karen Murray, Shannon Eaton, Melody Smith, Randy Carter, Kathy Wyatt, Elizabeth Boyd",Kathleen Mercer,False
