Value,Prompt,Found,Count,Found_in_Column
Nathan Ruiz,list_all_patient records,False,0,
Nicholas Schroeder,list_all_patient records,False,0,
Nicole Cruz,list_all_patient records,True,1,RN
395 Jerry Mills Grantton,list_all_phis,False,0,
MA 47377,list_all_phis,False,0,
Patient Name,list_all_phis,False,0,
Jessica Smith,list_all_phis,True,16,RN
Contact Person,list_all_phis,False,0,
Tammy Smith,list_all_phis,True,1,RN
Katherine Smith,list_all_phis,True,1,RN
Health Plan Number,list_all_phis,False,0,
"Contact
Address",list_all_phis,False,0,
Jerry Mills Grantton,list_all_phis,False,0,
"Languages
Language",list_all_phis,False,0,
#251530,list_example,True,1,Billing Account Number
23506 Gillespie Squares Apt. 125 Owensfurt,list_example,False,0,
PR 61276,list_example,False,0,
Patient Name,list_example,False,0,
Contact Person,list_example,False,0,
Jackie Durham,list_example,False,0,
Health Plan Number,list_example,False,0,
"Contact
Address",list_example,False,0,
Gillespie Squares Apt,list_example,False,0,
"Languages
Language",list_example,False,0,
Health Issues,list_example,False,0,
Chief Complaint,list_example,False,0,
Janet Smith,list_most_common,True,10,RN
Amanda Phillips,list_youngest,True,14,RN
David Dennis,list_most_recent,True,10,Doctors Name
#458981,system_ignore,True,1,Billing Account Number
21605 Kirby Inlet Suite 570 Brianfort,system_ignore,False,0,
MT 95042,system_ignore,False,0,
Patient Name,system_ignore,False,0,
Contact Person,system_ignore,False,0,
Katherine Clark,system_ignore,False,0,
Health Plan Number,system_ignore,False,0,
"Contact
Address",system_ignore,False,0,
Kirby Inlet Suite,system_ignore,False,0,
"Languages
Language",system_ignore,False,0,
Health Issues,system_ignore,False,0,
Chief Complaint,system_ignore,False,0,
351-24-6834,system_overwritten,False,0,
629-26-2780,system_overwritten,False,0,
5849 Jessica Points Port Joshua,system_overwritten,False,0,
KY 28953,system_overwritten,False,0,
Patient Name,system_overwritten,False,0,
Contact Person,system_overwritten,False,0,
Brittney Reed,system_overwritten,False,0,
Jerry Reed,system_overwritten,False,0,
Health Plan Number,system_overwritten,False,0,
"Contact
Address",system_overwritten,False,0,
Jessica Points Port Joshua,system_overwritten,False,0,
"Languages
Language",system_overwritten,False,0,
#952104,research_paper,True,1,Billing Account Number
8467 Jodi Cove Suite 413 West Brandi,research_paper,False,0,
MH 06656,research_paper,False,0,
Patient Name,research_paper,False,0,
Contact Person,research_paper,False,0,
James West,research_paper,False,0,
Health Plan Number,research_paper,False,0,
"Contact
Address",research_paper,False,0,
Jodi Cove Suite,research_paper,False,0,
West Brandi,research_paper,False,0,
male,Scenario Nesting Hospital,False,0,
David Campbell,Scenario Nesting Hospital,True,8,Doctors Name
Patient Data,Scenario Nesting Hospital,False,0,
Contact Person,Scenario Nesting Hospital,False,0,
Michael Campbell,Scenario Nesting Hospital,True,2,Doctors Name
Michael Campbell,Scenario Nesting Hospital,True,2,RN
Rebecca Campbell,Scenario Nesting Hospital,False,0,
